28329,1
28331,1
28333,1
28335,1
28337,1
28339,1
28341,1
28343,1
28347,1
28349,1
28351,1
28353,1
28357,1
28359,1
28361,1
28363,1
28365,1
28367,1
28369,1
28371,1
28375,1
28377,1
28381,1
28383,1
28385,1
28387,1
28389,1
28391,1
28393,1
28395,1
28399,1
28401,1
28403,1
28405,1
28409,1
28411,1
28415,1
28417,1
28419,1
28421,1
28423,1
28425,1
28427,1
28431,1
28433,1
28435,1
28437,1
28439,1
28441,1
28443,1
28445,1
28449,1
28451,1
28453,1
28455,1
28459,1
31329,1
31331,0
31333,1
31335,1
31337,1
31338,1
31339,1
31341,1
31345,1
31347,1
31349,1
31351,1
32327,1
32333,1
32335,1
32337,1
32339,1
32343,1
32345,1
32347,1
32349,1
32351,1
32353,1
32355,1
32357,1
32359,1
32361,1
32365,1
32369,1
32371,1
32373,1
32377,1
32379,1
32381,1
32387,1
32389,1
32391,1
32393,1
32395,1
32397,1
32401,1
32403,1
32409,1
32411,1
32413,1
32415,1
32417,1
32421,1
32425,1
32427,0
32429,1
32431,1
32433,1
32435,1
32437,1
32439,1
32441,1
32443,1
32445,1
32447,1
32449,1
32451,1
32453,1
32455,1
32457,1
32459,1
32461,1
32463,1
32465,1
32469,1
32473,1
32475,1
33327,1
33329,0
33331,1
33333,0
33335,1
33337,1
33339,1
33341,0
33343,1
33345,1
33347,1
33349,0
33353,0
33355,1
33357,1
33359,0
33361,0
33363,1
33365,1
33369,0
33375,0
33377,0
33379,1
33381,1
33383,0
33385,1
33391,1
33393,1
33395,1
33401,1
33403,1
33405,1
33407,1
33409,1
33413,0
33415,0
33417,0
33419,0
33421,1
33423,1
33427,1
33429,0
33433,1
33435,1
33439,1
35327,0
35331,0
35335,1
35337,1
35340,0
35341,0
35343,1
35345,0
35349,1
35351,0
35353,0
35357,0
35359,0
35361,0
35363,0
35367,0
35369,0
35371,0
35375,0
35377,0
35379,0
35381,0
35383,1
35385,0
35387,1
35389,0
35391,0
35393,0
35395,0
35397,0
35399,1
35401,1
35405,0
35407,0
35409,0
35413,0
35415,0
35417,0
35419,0
35421,0
35425,1
35429,0
35431,0
35433,0
35435,0
35437,0
35439,0
35441,1
35443,0
35447,0
35451,1
37331,1
39327,1
39329,0
39331,1
39333,1
39335,1
39337,1
39339,0
39341,1
39343,1
39347,1
39349,1
39353,1
39355,0
39357,1
39361,1
39363,1
39365,1
39367,0
39369,1
39373,1
39375,1
39377,1
39379,1
39381,1
39383,1
39387,1
39391,1
39393,0
39399,1
39401,1
39403,0
39405,1
39407,1
39411,1
39412,1
39413,1
39415,1
39417,1
39419,1
39423,1
39425,1
39427,1
39429,1
39431,1
39433,1
39435,1
39437,1
39441,1
39443,1
39445,1
39447,0
39449,1
39451,0
39455,1
39457,1
39459,1
40327,1
40329,1
40331,1
40333,1
40335,1
40339,1
40341,1
40343,1
40345,1
40349,1
40351,1
40353,1
40355,1
40361,1
40363,1
40365,1
40369,1
40371,1
40373,1
40375,1
40377,1
40379,1
40381,1
40383,1
40387,1
40389,1
40391,1
40393,1
40395,1
40399,1
40403,1
40405,1
40407,1
40409,1
40411,1
40413,1
40415,1
40419,1
40421,1
40423,1
40425,1
40429,1
40431,1
40433,1
40435,1
40437,1
40439,1
40443,1
40445,1
40447,1
40449,1
40451,1
40453,1
40457,1
40459,1
40461,1
40463,1
40465,1
40467,1
40469,1
40471,1
